show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1093,Movie,Dark Hour 1093,Greta Gerwig,"Oscar Isaac, Riz Ahmed, Song Kang-ho",Canada,"December 24, 2012",1998,PG-13,173 min,Horror Movies,A movie about love set in Canada.
s1094,Movie,Bright Kingdom 1094,Mira Nair,"Tom Hardy, Idris Elba",India,"April 05, 2016",1994,PG,185 min,"Sci-Fi & Fantasy, TV Comedies",A movie about power set in India.
s1095,TV Show,Crimson Hour 1095,Mira Nair,"Oscar Isaac, Lupita Nyong'o, Viola Davis",Australia,,1997,PG-13,8 Seasons,British TV Shows,A tv show about identity set in Australia.
s1096,TV Show,Velvet Truth 1096,Christopher Nolan,"Tilda Swinton, Idris Elba, Mahershala Ali",Canada,"September 17, 2009",2018,PG,2 Season,"TV Dramas, Independent Movies, British TV Shows",A tv show about identity set in Canada.
s1097,Movie,Eternal Storm 1097,,"Zendaya, Shah Rukh Khan",Italy,,2008,TV-Y,139 min,"Stand-Up Comedy, Anime Series",A movie about survival set in Italy.
s1098,Movie,Eternal Kingdom 1098,Martin Scorsese,"Zendaya, Viola Davis",Germany,"October 12, 2018",2004,TV-MA,100 min,British TV Shows,A movie about family set in Germany.
s1099,Movie,Crimson Legacy 1099,,"Oscar Isaac, Riz Ahmed, Viola Davis, Saoirse Ronan, Lupita Nyong'o",Egypt,"August 06, 2016",1993,TV-PG,130 min,"TV Comedies, Korean TV Shows",A movie about survival set in Egypt.
s1100,TV Show,Bright Heart 1100,,"Viola Davis, Deepika Padukone, Penelope Cruz, Riz Ahmed",United States,"June 17, 2016",2003,TV-14,4 Seasons,Reality TV,A tv show about survival set in United States.
s1101,Movie,Golden Promise 1101,Anurag Kashyap,"Daniel Kaluuya, Oscar Isaac, Tom Hardy, Penelope Cruz, Tilda Swinton",Germany,"September 27, 2019",2015,R,90 min,Crime TV Shows,A movie about family set in Germany.
s1102,TV Show,Hidden Empire 1102,Martin Scorsese,"Daniel Kaluuya, Song Kang-ho, Oscar Isaac",United Kingdom,"May 05, 2015",2018,PG-13,1 Season,"Crime TV Shows, Stand-Up Comedy, Anime Series",A tv show about love set in United Kingdom.
s1103,TV Show,Frozen Code 1103,Spike Lee,"Lupita Nyong'o, Shah Rukh Khan, Penelope Cruz, Viola Davis",United States,"October 26, 2019",2006,TV-PG,8 Season,"Documentaries, Anime Series",A tv show about power set in United States.
s1104,Movie,Lost Memory 1104,,"Daniel Kaluuya, Viola Davis, Zendaya",Egypt,"December 28, 2018",2017,TV-Y7,72 min,"Romantic Movies, International Movies",A movie about family set in Egypt.
s1105,Movie,Bright Legacy 1105,Greta Gerwig,"Deepika Padukone, Tom Hardy, Idris Elba, Shah Rukh Khan, Viola Davis",Philippines,,2001,TV-PG,150 min,"Reality TV, Dramas, Action & Adventure",A movie about family set in Philippines.
s1106,Movie,Broken Storm 1106,Christopher Nolan,,United Kingdom,"June 07, 2008",2003,TV-14,147 min,Anime Series,A movie about love set in United Kingdom.
s1107,TV Show,Iron Empire 1107,Greta Gerwig,"Idris Elba, Penelope Cruz, Riz Ahmed",Germany,"June 13, 2016",2004,TV-Y7,3 Seasons,"Stand-Up Comedy, Horror Movies",A tv show about identity set in Germany.
s1108,Movie,Crimson Code 1108,,"Lupita Nyong'o, Tom Hardy, Shah Rukh Khan, Idris Elba",Indonesia,"May 02, 2020",2010,NR,101 min,"Music & Musicals, Horror Movies, Documentaries",A movie about survival set in Indonesia.
s1109,TV Show,Sacred Heart 1109,,"Song Kang-ho, Riz Ahmed, Penelope Cruz",India,"August 18, 2020",2017,TV-Y,7 Seasons,"Crime TV Shows, Romantic Movies, Anime Series",A tv show about crime set in India.
s1110,Movie,Hidden Whisper 1110,Mira Nair,"Tom Hardy, Deepika Padukone, Mahershala Ali, Daniel Kaluuya",China,"January 23, 2008",2016,PG,150 min,Romantic Movies,A movie about love set in China.
s1111,Movie,Iron Memory 1111,Mira Nair,"Viola Davis, Shah Rukh Khan, Zendaya",Brazil,"September 17, 2014",2005,PG-13,111 min,"Independent Movies, International Movies, Horror Movies",A movie about crime set in Brazil.
s1112,TV Show,Eternal Garden 1112,,"Deepika Padukone, Idris Elba, Viola Davis",,"June 07, 2015",2012,TV-MA,2 Seasons,"Horror Movies, Crime TV Shows, Sci-Fi & Fantasy",A tv show about family set in an unnamed place.
s1113,TV Show,Iron City 1113,,"Penelope Cruz, Oscar Isaac, Song Kang-ho, Florence Pugh",South Korea,"August 09, 2014",2005,TV-PG,7 Season,"Dramas, TV Dramas, Reality TV",A tv show about power set in South Korea.
s1114,Movie,Silent Project 1114,Greta Gerwig,"Idris Elba, Zendaya",Egypt,"June 03, 2021",2015,NR,198 min,"Documentaries, International Movies, Action & Adventure",A movie about crime set in Egypt.
s1115,Movie,Wild Shadow 1115,,"Mahershala Ali, Saoirse Ronan, Shah Rukh Khan, Viola Davis",Italy,"January 06, 2014",1995,TV-Y7,132 min,"Action & Adventure, Independent Movies, Documentaries",A movie about crime set in Italy.
s1116,Movie,Midnight Memory 1116,,"Florence Pugh, Shah Rukh Khan, Penelope Cruz",Germany,"May 23, 2011",2015,TV-14,81 min,"Dramas, Stand-Up Comedy, Action & Adventure",A movie about survival set in Germany.
s1117,TV Show,Crimson Empire 1117,,"Tilda Swinton, Riz Ahmed, Shah Rukh Khan, Saoirse Ronan",,"May 17, 2010",1994,R,6 Season,"Action & Adventure, Children & Family Movies",A tv show about crime set in an unnamed place.
s1118,TV Show,Silent Kingdom 1118,Christopher Nolan,"Zendaya, Deepika Padukone",Egypt,"November 07, 2013",2019,TV-PG,6 Seasons,"Documentaries, Music & Musicals",A tv show about love set in Egypt.
s1119,Movie,Crimson Memory 1119,Park Chan-wook,"Song Kang-ho, Oscar Isaac, Shah Rukh Khan, Mahershala Ali",United States,"March 04, 2020",2020,TV-Y,171 min,"TV Comedies, Independent Movies, Thrillers",A movie about crime set in United States.
s1120,TV Show,Sacred Promise 1120,Pedro Almodovar,"Mahershala Ali, Riz Ahmed",India,"June 24, 2018",2008,PG-13,1 Seasons,"Korean TV Shows, TV Dramas",A tv show about power set in India.
s1121,Movie,Crimson Project 1121,Anurag Kashyap,"Riz Ahmed, Mahershala Ali, Florence Pugh, Deepika Padukone",Japan,,2007,TV-PG,194 min,TV Dramas,A movie about family set in Japan.
s1122,TV Show,Dark Truth 1122,Denis Villeneuve,"Florence Pugh, Shah Rukh Khan",Japan,"November 10, 2015",1990,G,3 Season,"TV Comedies, Romantic Movies, Sci-Fi & Fantasy",A tv show about survival set in Japan.
s1123,Movie,Broken Garden 1123,Greta Gerwig,"Shah Rukh Khan, Riz Ahmed",Japan,"February 18, 2014",1995,NR,89 min,"Dramas, Music & Musicals, Stand-Up Comedy",A movie about survival set in Japan.
s1124,Movie,Golden Heart 1124,,"Lupita Nyong'o, Zendaya",Australia,"March 07, 2009",2013,TV-PG,62 min,"Sci-Fi & Fantasy, International Movies",A movie about love set in Australia.
s1125,TV Show,Velvet Kingdom 1125,,"Deepika Padukone, Idris Elba, Florence Pugh",Indonesia,"August 06, 2011",2009,TV-14,2 Seasons,TV Comedies,A tv show about love set in Indonesia.
s1126,Movie,Broken Empire 1126,Anurag Kashyap,"Tilda Swinton, Penelope Cruz",Canada,"May 17, 2017",1993,TV-Y,78 min,"Sci-Fi & Fantasy, Thrillers",A movie about power set in Canada.
s1127,Movie,Eternal Empire 1127,,"Idris Elba, Song Kang-ho, Saoirse Ronan, Penelope Cruz, Viola Davis",Turkey,"December 31, 2012",1997,R,150 min,Dramas,A movie about power set in Turkey.
s1128,TV Show,Velvet Storm 1128,Christopher Nolan,"Saoirse Ronan, Song Kang-ho, Mahershala Ali, Viola Davis",Germany,"June 14, 2014",1997,R,8 Season,"TV Comedies, Korean TV Shows",A tv show about family set in Germany.
s1129,Movie,Broken City 1129,Martin Scorsese,"Lupita Nyong'o, Oscar Isaac, Saoirse Ronan",India,"August 11, 2017",1994,PG,70 min,"Reality TV, Anime Series, Dramas",A movie about love set in India.
s1130,TV Show,Wild Code 1130,Bong Joon-ho,"Viola Davis, Zendaya, Shah Rukh Khan",Spain,"December 24, 2013",2007,TV-Y7,3 Season,"Stand-Up Comedy, Crime TV Shows",A tv show about crime set in Spain.
s1131,Movie,Broken Code 1131,Mira Nair,"Idris Elba, Daniel Kaluuya",China,"January 20, 2013",2014,TV-PG,152 min,"Independent Movies, International Movies, Children & Family Movies",A movie about power set in China.
s1132,Movie,Crimson Legacy 1132,Ava DuVernay,"Tom Hardy, Oscar Isaac",Nigeria,"January 07, 2015",2020,PG-13,89 min,TV Comedies,A movie about power set in Nigeria.
s1133,Movie,Eternal Truth 1133,Martin Scorsese,"Deepika Padukone, Daniel Kaluuya",Germany,"February 12, 2009",2009,TV-Y,69 min,"Horror Movies, Anime Series",A movie about identity set in Germany.
s1134,TV Show,Frozen Storm 1134,Spike Lee,,United Kingdom,"February 14, 2018",2012,PG-13,7 Seasons,TV Comedies,A tv show about crime set in United Kingdom.
s1135,Movie,Bright Truth 1135,Christopher Nolan,"Shah Rukh Khan, Lupita Nyong'o, Idris Elba, Zendaya",Philippines,"May 04, 2009",1999,TV-PG,192 min,Dramas,A movie about identity set in Philippines.
s1136,Movie,Lost Memory 1136,Pedro Almodovar,"Deepika Padukone, Idris Elba, Penelope Cruz, Florence Pugh",India,"October 26, 2008",2004,TV-Y7,113 min,"Independent Movies, Korean TV Shows",A movie about crime set in India.
s1137,Movie,Broken Heart 1137,Park Chan-wook,"Daniel Kaluuya, Mahershala Ali, Florence Pugh, Viola Davis, Lupita Nyong'o",Japan,"June 07, 2017",2016,TV-Y7,192 min,"Children & Family Movies, Comedies, Dramas",A movie about identity set in Japan.
s1138,Movie,Iron Legacy 1138,Bong Joon-ho,"Viola Davis, Penelope Cruz, Deepika Padukone, Florence Pugh",Turkey,"October 17, 2011",2020,TV-MA,125 min,"Crime TV Shows, Dramas, Sci-Fi & Fantasy",A movie about identity set in Turkey.
s1139,Movie,Dark Kingdom 1139,Martin Scorsese,"Shah Rukh Khan, Lupita Nyong'o, Riz Ahmed, Penelope Cruz, Tilda Swinton",United States,"August 14, 2012",2001,TV-14,147 min,Independent Movies,A movie about power set in United States.
s1140,TV Show,Lost Heart 1140,,"Shah Rukh Khan, Tilda Swinton, Oscar Isaac",Japan,"August 07, 2020",1999,PG,4 Seasons,Anime Series,A tv show about love set in Japan.
s1141,Movie,Bright City 1141,,"Lupita Nyong'o, Shah Rukh Khan, Penelope Cruz, Oscar Isaac",United States,"April 06, 2021",2005,TV-14,105 min,"Sci-Fi & Fantasy, Dramas",A movie about love set in United States.
s1142,Movie,Sacred Code 1142,Hayao Miyazaki,"Idris Elba, Viola Davis, Oscar Isaac, Daniel Kaluuya, Lupita Nyong'o",United States,"August 14, 2021",2000,PG-13,104 min,"Korean TV Shows, Children & Family Movies, Horror Movies",A movie about love set in United States.
s1143,Movie,Sacred Project 1143,Ava DuVernay,,Canada,"April 05, 2019",1990,TV-Y,114 min,"Horror Movies, Action & Adventure, Crime TV Shows",A movie about power set in Canada.
s1144,Movie,Dark Truth 1144,Martin Scorsese,"Saoirse Ronan, Zendaya, Riz Ahmed, Tilda Swinton",Australia,,2018,TV-14,166 min,Music & Musicals,A movie about crime set in Australia.
s1145,Movie,Hidden Empire 1145,Martin Scorsese,"Shah Rukh Khan, Deepika Padukone",France,"June 21, 2021",2016,PG-13,121 min,"Crime TV Shows, Dramas, Independent Movies",A movie about survival set in France.
s1146,Movie,Frozen Hour 1146,Denis Villeneuve,"Zendaya, Tilda Swinton, Saoirse Ronan",Turkey,"June 27, 2017",1997,TV-Y,73 min,British TV Shows,A movie about survival set in Turkey.
s1147,Movie,Lost Legacy 1147,,"Deepika Padukone, Oscar Isaac",India,"December 06, 2011",2016,PG-13,116 min,"Thrillers, Crime TV Shows",A movie about identity set in India.
s1148,Movie,Iron Promise 1148,Denis Villeneuve,"Tom Hardy, Viola Davis, Shah Rukh Khan, Daniel Kaluuya, Mahershala Ali",France,"May 21, 2016",2003,TV-MA,194 min,Documentaries,A movie about crime set in France.
s1149,Movie,Crimson Empire 1149,,"Florence Pugh, Riz Ahmed, Zendaya, Mahershala Ali, Tom Hardy",Italy,"January 25, 2018",1990,PG-13,107 min,"Crime TV Shows, Documentaries",A movie about power set in Italy.
s1150,Movie,Eternal Whisper 1150,,"Shah Rukh Khan, Mahershala Ali, Lupita Nyong'o, Deepika Padukone",Germany,"June 14, 2013",2015,PG-13,175 min,"Documentaries, Action & Adventure, TV Dramas",A movie about power set in Germany.
s1151,Movie,Wild Garden 1151,Greta Gerwig,"Riz Ahmed, Shah Rukh Khan, Song Kang-ho, Zendaya, Daniel Kaluuya",Italy,"May 25, 2018",2016,TV-14,78 min,"Independent Movies, Sci-Fi & Fantasy",A movie about identity set in Italy.
s1152,TV Show,Bright Project 1152,Anurag Kashyap,"Lupita Nyong'o, Shah Rukh Khan",Italy,"March 18, 2017",1998,,7 Season,"Independent Movies, Music & Musicals",A tv show about survival set in Italy.
s1153,Movie,Bright Whisper 1153,Mira Nair,"Deepika Padukone, Song Kang-ho, Idris Elba",Argentina,"December 19, 2016",2019,TV-Y7,92 min,"Stand-Up Comedy, Dramas",A movie about family set in Argentina.
s1154,Movie,Hidden Legacy 1154,,"Deepika Padukone, Viola Davis, Idris Elba, Song Kang-ho",South Korea,"June 12, 2021",1995,TV-PG,148 min,Dramas,A movie about love set in South Korea.
s1155,TV Show,Hidden Storm 1155,,"Florence Pugh, Shah Rukh Khan, Riz Ahmed, Oscar Isaac, Mahershala Ali",United Kingdom,"November 03, 2014",2004,PG-13,2 Season,Dramas,A tv show about crime set in United Kingdom.
s1156,Movie,Velvet Heart 1156,Park Chan-wook,"Saoirse Ronan, Tom Hardy, Oscar Isaac, Riz Ahmed, Lupita Nyong'o",Australia,"August 09, 2016",2009,TV-PG,120 min,Crime TV Shows,A movie about identity set in Australia.
s1157,TV Show,Iron Promise 1157,,"Deepika Padukone, Tom Hardy, Oscar Isaac, Daniel Kaluuya",Turkey,"April 18, 2010",2006,NR,7 Season,"Reality TV, International Movies, TV Dramas",A tv show about survival set in Turkey.
s1158,Movie,Bright Empire 1158,,"Tom Hardy, Deepika Padukone, Oscar Isaac",Canada,"August 28, 2017",2011,TV-PG,119 min,Sci-Fi & Fantasy,A movie about crime set in Canada.
s1159,TV Show,Hidden Heart 1159,Ava DuVernay,"Shah Rukh Khan, Tilda Swinton, Song Kang-ho",Indonesia,"January 28, 2017",1996,,8 Seasons,Romantic Movies,A tv show about love set in Indonesia.
s1160,Movie,Eternal Empire 1160,,,Japan,"April 16, 2011",2011,NR,197 min,"Comedies, Independent Movies, Thrillers",A movie about identity set in Japan.
s1161,Movie,Crimson Heart 1161,,"Oscar Isaac, Riz Ahmed, Saoirse Ronan",Egypt,"August 28, 2021",1990,TV-Y7,155 min,Anime Series,A movie about power set in Egypt.
s1162,TV Show,Broken Project 1162,,"Tom Hardy, Mahershala Ali",Turkey,"August 23, 2021",1994,TV-MA,9 Seasons,"Comedies, British TV Shows",A tv show about power set in Turkey.
s1163,Movie,Iron Promise 1163,Mira Nair,"Mahershala Ali, Penelope Cruz, Song Kang-ho, Saoirse Ronan",,"July 09, 2020",2012,PG,133 min,"Comedies, Action & Adventure, Crime TV Shows",A movie about survival set in an unnamed place.
s1164,Movie,Golden Truth 1164,Park Chan-wook,"Florence Pugh, Tom Hardy",Argentina,,2008,,107 min,Sci-Fi & Fantasy,A movie about family set in Argentina.
s1165,TV Show,Midnight Legacy 1165,Martin Scorsese,"Saoirse Ronan, Shah Rukh Khan, Viola Davis",United States,"March 14, 2021",2014,TV-PG,1 Season,"Reality TV, Music & Musicals",A tv show about survival set in United States.
s1166,Movie,Hidden Hour 1166,Ava DuVernay,,China,,2015,NR,131 min,TV Comedies,A movie about family set in China.
s1167,Movie,Golden Code 1167,,"Tilda Swinton, Mahershala Ali, Penelope Cruz",India,"July 26, 2021",2019,TV-MA,173 min,"International Movies, Stand-Up Comedy, British TV Shows",A movie about love set in India.
s1168,Movie,Velvet Legacy 1168,Martin Scorsese,"Song Kang-ho, Oscar Isaac",United Kingdom,"April 30, 2014",2004,R,82 min,"TV Comedies, Action & Adventure",A movie about love set in United Kingdom.
s1169,Movie,Hidden Legacy 1169,Martin Scorsese,"Deepika Padukone, Shah Rukh Khan, Tilda Swinton, Viola Davis, Florence Pugh",Italy,"March 14, 2018",2000,PG,102 min,"British TV Shows, Dramas, Music & Musicals",A movie about survival set in Italy.
s1170,TV Show,Eternal Memory 1170,Spike Lee,"Saoirse Ronan, Zendaya",South Korea,"June 04, 2009",2008,TV-14,6 Seasons,"Children & Family Movies, Stand-Up Comedy, British TV Shows",A tv show about survival set in South Korea.
s1171,TV Show,Silent Project 1171,Bong Joon-ho,"Tom Hardy, Idris Elba, Song Kang-ho, Daniel Kaluuya, Shah Rukh Khan",United Kingdom,"October 03, 2014",1991,TV-Y7,9 Seasons,Thrillers,A tv show about survival set in United Kingdom.
s1172,Movie,Lost Whisper 1172,Martin Scorsese,"Florence Pugh, Penelope Cruz",United States,"November 24, 2010",1995,TV-Y,113 min,Music & Musicals,A movie about identity set in United States.
s1173,Movie,Lost Project 1173,,,Japan,"April 27, 2013",1991,TV-PG,50 min,"Children & Family Movies, Crime TV Shows, Romantic Movies",A movie about power set in Japan.
s1174,Movie,Wild Truth 1174,Spike Lee,"Deepika Padukone, Riz Ahmed, Viola Davis, Oscar Isaac",Japan,"December 07, 2008",1993,G,155 min,Documentaries,A movie about survival set in Japan.
s1175,Movie,Dark Heart 1175,Park Chan-wook,"Saoirse Ronan, Tom Hardy, Idris Elba, Daniel Kaluuya",Indonesia,"May 26, 2014",2011,TV-14,76 min,"Dramas, Reality TV, Action & Adventure",A movie about power set in Indonesia.
s1176,Movie,Broken Whisper 1176,Pedro Almodovar,"Tilda Swinton, Penelope Cruz, Zendaya, Shah Rukh Khan",Indonesia,"April 27, 2016",1999,NR,171 min,Crime TV Shows,A movie about power set in Indonesia.
s1177,Movie,Lost Garden 1177,Hayao Miyazaki,"Saoirse Ronan, Daniel Kaluuya, Lupita Nyong'o, Penelope Cruz, Tom Hardy",Mexico,"June 17, 2011",2016,TV-Y,49 min,Thrillers,A movie about family set in Mexico.
s1178,TV Show,Midnight Whisper 1178,Martin Scorsese,,United States,"March 02, 2013",1995,TV-14,6 Seasons,"Korean TV Shows, Anime Series",A tv show about identity set in United States.
s1179,Movie,Silent Promise 1179,Christopher Nolan,"Oscar Isaac, Deepika Padukone, Daniel Kaluuya, Saoirse Ronan",,"December 04, 2013",2013,PG,164 min,"International Movies, Crime TV Shows, Anime Series",A movie about love set in an unnamed place.
s1180,Movie,Golden Kingdom 1180,Pedro Almodovar,"Riz Ahmed, Mahershala Ali, Saoirse Ronan, Zendaya, Penelope Cruz",Turkey,"October 05, 2010",2005,PG,200 min,"Children & Family Movies, Reality TV",A movie about survival set in Turkey.
s1181,Movie,Lost Whisper 1181,Martin Scorsese,"Daniel Kaluuya, Riz Ahmed, Deepika Padukone",United Kingdom,"June 24, 2013",1990,TV-14,189 min,Romantic Movies,A movie about love set in United Kingdom.
s1182,Movie,Broken Heart 1182,,"Daniel Kaluuya, Song Kang-ho, Florence Pugh",South Korea,"January 29, 2017",2008,TV-PG,188 min,Crime TV Shows,A movie about crime set in South Korea.
s1183,TV Show,Dark Shadow 1183,Spike Lee,"Lupita Nyong'o, Shah Rukh Khan, Deepika Padukone",Spain,"July 30, 2011",2004,PG,3 Season,Romantic Movies,A tv show about love set in Spain.
s1184,Movie,Hidden Memory 1184,Christopher Nolan,"Deepika Padukone, Florence Pugh, Zendaya",Germany,"October 06, 2012",2009,TV-14,199 min,"Korean TV Shows, Documentaries, Dramas",A movie about power set in Germany.
s1185,Movie,Dark Whisper 1185,Denis Villeneuve,"Saoirse Ronan, Zendaya, Penelope Cruz, Tom Hardy",Egypt,"September 30, 2020",1994,R,76 min,Dramas,A movie about power set in Egypt.
s1186,TV Show,Sacred Storm 1186,Bong Joon-ho,"Riz Ahmed, Tilda Swinton, Mahershala Ali",France,"June 26, 2018",2019,TV-14,7 Seasons,"International Movies, TV Comedies, Independent Movies",A tv show about family set in France.
s1187,TV Show,Lost City 1187,Martin Scorsese,"Viola Davis, Song Kang-ho, Penelope Cruz, Florence Pugh",,"October 20, 2011",2009,PG-13,2 Seasons,British TV Shows,A tv show about power set in an unnamed place.
s1188,Movie,Lost Promise 1188,Greta Gerwig,,Turkey,"March 24, 2016",2000,TV-Y,80 min,"Independent Movies, Dramas",A movie about survival set in Turkey.
s1189,TV Show,Lost Project 1189,,"Mahershala Ali, Tilda Swinton, Riz Ahmed",Italy,"November 19, 2013",2016,PG-13,8 Season,"British TV Shows, Independent Movies, Thrillers",A tv show about love set in Italy.
s1190,Movie,Crimson Code 1190,Mira Nair,"Shah Rukh Khan, Saoirse Ronan, Oscar Isaac, Mahershala Ali",India,"November 28, 2021",2010,TV-MA,117 min,"Thrillers, Documentaries, Stand-Up Comedy",A movie about survival set in India.
s1191,Movie,Silent Promise 1191,Mira Nair,"Song Kang-ho, Shah Rukh Khan, Viola Davis, Zendaya, Mahershala Ali",China,"September 03, 2009",1996,PG-13,188 min,"Horror Movies, Children & Family Movies",A movie about love set in China.
s1192,Movie,Midnight Promise 1192,Hayao Miyazaki,"Saoirse Ronan, Zendaya, Song Kang-ho",Nigeria,"October 27, 2014",2021,TV-PG,132 min,"Anime Series, Korean TV Shows",A movie about power set in Nigeria.
s1193,Movie,Dark Legacy 1193,Pedro Almodovar,"Penelope Cruz, Deepika Padukone, Lupita Nyong'o",Argentina,"April 05, 2020",2008,G,57 min,"Comedies, Thrillers",A movie about power set in Argentina.
s1194,TV Show,Velvet Hour 1194,Greta Gerwig,"Florence Pugh, Tom Hardy, Daniel Kaluuya, Tilda Swinton",Turkey,"December 25, 2021",2007,TV-Y,4 Seasons,"Horror Movies, Dramas, Anime Series",A tv show about crime set in Turkey.
s1195,Movie,Sacred Kingdom 1195,,"Riz Ahmed, Viola Davis, Penelope Cruz",United States,"March 28, 2015",2012,TV-Y7,174 min,"Children & Family Movies, Crime TV Shows",A movie about survival set in United States.
s1196,Movie,Frozen Shadow 1196,Denis Villeneuve,"Song Kang-ho, Shah Rukh Khan, Saoirse Ronan, Deepika Padukone",United States,,2014,PG,178 min,"Korean TV Shows, Documentaries",A movie about family set in United States.
s1197,Movie,Eternal Kingdom 1197,Denis Villeneuve,"Saoirse Ronan, Shah Rukh Khan",Mexico,"June 28, 2019",2020,TV-MA,81 min,Thrillers,A movie about identity set in Mexico.
s1198,Movie,Frozen Shadow 1198,,"Daniel Kaluuya, Riz Ahmed, Tom Hardy, Mahershala Ali",,,2005,TV-MA,121 min,"Documentaries, Thrillers",A movie about identity set in an unnamed place.
s1199,Movie,Lost Promise 1199,,"Deepika Padukone, Tom Hardy",Germany,"October 07, 2012",2007,TV-MA,194 min,"Comedies, British TV Shows",A movie about identity set in Germany.
s1200,Movie,Dark City 1200,Mira Nair,"Lupita Nyong'o, Idris Elba, Shah Rukh Khan",Canada,"September 23, 2016",2007,PG-13,126 min,Anime Series,A movie about crime set in Canada.
s1201,Movie,Sacred Shadow 1201,Spike Lee,"Tilda Swinton, Deepika Padukone",Spain,"June 03, 2008",2011,G,56 min,Stand-Up Comedy,A movie about love set in Spain.
s1202,Movie,Velvet Storm 1202,Park Chan-wook,"Deepika Padukone, Viola Davis",Nigeria,"February 20, 2011",2011,NR,49 min,"Thrillers, Sci-Fi & Fantasy",A movie about crime set in Nigeria.
s1203,Movie,Midnight Code 1203,Park Chan-wook,"Riz Ahmed, Deepika Padukone, Idris Elba, Oscar Isaac",Canada,"June 30, 2009",2017,G,85 min,Dramas,A movie about identity set in Canada.
s1204,Movie,Golden Promise 1204,Denis Villeneuve,"Lupita Nyong'o, Viola Davis, Oscar Isaac, Penelope Cruz, Shah Rukh Khan",Spain,"August 18, 2017",1991,PG,185 min,"Music & Musicals, Children & Family Movies",A movie about crime set in Spain.
s1205,Movie,Dark Heart 1205,Pedro Almodovar,"Penelope Cruz, Mahershala Ali, Tom Hardy, Daniel Kaluuya, Florence Pugh",Philippines,"December 09, 2009",2013,G,68 min,"Reality TV, Korean TV Shows",A movie about crime set in Philippines.
s1206,Movie,Silent City 1206,Denis Villeneuve,"Riz Ahmed, Oscar Isaac, Lupita Nyong'o, Zendaya",Turkey,"April 13, 2013",1998,TV-PG,101 min,"British TV Shows, Action & Adventure, Anime Series",A movie about identity set in Turkey.
s1207,Movie,Velvet Empire 1207,Anurag Kashyap,"Viola Davis, Mahershala Ali",Turkey,"February 12, 2014",2018,G,116 min,"Anime Series, Independent Movies",A movie about family set in Turkey.
s1208,TV Show,Midnight Hour 1208,Hayao Miyazaki,"Penelope Cruz, Oscar Isaac, Lupita Nyong'o, Viola Davis",China,"November 21, 2008",2018,TV-Y7,9 Season,"Comedies, Crime TV Shows, British TV Shows",A tv show about identity set in China.
s1209,Movie,Velvet Storm 1209,Mira Nair,"Idris Elba, Penelope Cruz, Riz Ahmed, Lupita Nyong'o, Song Kang-ho",China,"March 21, 2017",2003,TV-PG,49 min,"British TV Shows, TV Comedies, Comedies",A movie about crime set in China.
s1210,Movie,Broken Hour 1210,,"Tilda Swinton, Mahershala Ali",China,"September 19, 2020",2014,TV-14,175 min,Dramas,A movie about power set in China.
s1211,TV Show,Lost City 1211,Ava DuVernay,"Song Kang-ho, Tom Hardy",France,"April 17, 2011",1999,NR,4 Season,"Korean TV Shows, Stand-Up Comedy, Sci-Fi & Fantasy",A tv show about identity set in France.
s1212,TV Show,Bright Empire 1212,,"Daniel Kaluuya, Idris Elba, Deepika Padukone, Lupita Nyong'o, Oscar Isaac",Nigeria,"January 19, 2013",2002,TV-Y7,1 Seasons,"Horror Movies, Action & Adventure",A tv show about crime set in Nigeria.
s1213,TV Show,Iron City 1213,Christopher Nolan,"Viola Davis, Tilda Swinton, Riz Ahmed, Florence Pugh",India,"February 05, 2010",2020,R,9 Season,"Children & Family Movies, International Movies",A tv show about family set in India.
s1214,Movie,Frozen Legacy 1214,,"Shah Rukh Khan, Saoirse Ronan, Deepika Padukone, Tom Hardy",Canada,"February 01, 2013",2010,R,147 min,"Anime Series, Action & Adventure, Crime TV Shows",A movie about power set in Canada.
s1215,TV Show,Dark City 1215,Mira Nair,,,"February 06, 2018",2018,TV-PG,4 Seasons,"Children & Family Movies, TV Dramas",A tv show about survival set in an unnamed place.
s1216,Movie,Hidden Shadow 1216,Mira Nair,"Deepika Padukone, Riz Ahmed",Turkey,"June 26, 2008",1994,TV-PG,126 min,"Thrillers, British TV Shows",A movie about identity set in Turkey.
s1217,Movie,Dark Kingdom 1217,Spike Lee,"Saoirse Ronan, Tilda Swinton, Deepika Padukone",Nigeria,"July 19, 2020",2003,TV-PG,189 min,Crime TV Shows,A movie about identity set in Nigeria.
s1218,Movie,Golden Hour 1218,Anurag Kashyap,"Deepika Padukone, Shah Rukh Khan, Saoirse Ronan",Brazil,"October 13, 2015",2006,NR,155 min,"Dramas, Anime Series",A movie about crime set in Brazil.
s1219,Movie,Sacred Shadow 1219,Ava DuVernay,"Song Kang-ho, Idris Elba, Mahershala Ali",Brazil,"November 05, 2009",2021,NR,74 min,"Comedies, Anime Series",A movie about love set in Brazil.
s1220,Movie,Silent City 1220,,"Florence Pugh, Oscar Isaac",Mexico,"March 21, 2010",2004,PG-13,115 min,"British TV Shows, TV Comedies, International Movies",A movie about power set in Mexico.
s1221,Movie,Dark Legacy 1221,,"Oscar Isaac, Tom Hardy, Mahershala Ali, Shah Rukh Khan, Daniel Kaluuya",France,"June 22, 2014",2005,TV-MA,83 min,"TV Dramas, Dramas",A movie about identity set in France.
